Product_Name,Original_Price,Offered_Price,Product_Url
"Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop  (15.6 inch, Platinum Grey, 1.85 kg)","63,790","43,990",https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-15iil05-laptop/p/itmbfeb76dfb98dd?pid=COMG23RKF7NBG699&lid=LSTCOMG23RKF7NBG699MDAY6Y&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMG23RKF7NBG699.SEARCH&ppt=hp&ppn=homepage&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DQ2535TU Thin and Light Laptop  (14 Inches, Natural Silver, 1.46 KG, With MS Office)","58,323","53,990",https://www.flipkart.com/hp-14s-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dq2535tu-thin-light-laptop/p/itmbdd471acce208?pid=COMG22MXENCNK53Y&lid=LSTCOMG22MXENCNK53YNUBED6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMG22MXENCNK53Y.SEARCH&ppt=hp&ppn=homepage&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"acer Aspire 7 Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) A715-41G-R7YZ Gaming Laptop  (15.6 inch, Charcoal Black, 2.15 kg)","57,600","50,990",https://www.flipkart.com/acer-aspire-7-ryzen-5-quad-core-3550h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-a715-41g-r7yz-gaming-laptop/p/itmd0a81b14dbe3f?pid=COMFVW9TGFYZZGFQ&lid=LSTCOMFVW9TGFYZZGFQWAXP94&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMFVW9TGFYZZGFQ.SEARCH&ppt=hp&ppn=homepage&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"HP 14s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR2015TU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)","49,489","44,990",https://www.flipkart.com/hp-14s-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dr2015tu-thin-light-laptop/p/itm3207eaabf1371?pid=COMG2HKGZ8XJG9WA&lid=LSTCOMG2HKGZ8XJG9WACGEGGV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMG2HKGZ8XJG9WA.SEARCH&ppt=hp&ppn=homepage&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"ASUS Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK267T||X413JA-EB302T Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg)","35,871","35,871",https://www.flipkart.com/asus-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-x413ja-ek267t-x413ja-eb302t-thin-light-laptop/p/itm1cb0d9da56a94?pid=COMFTWZD9Z8VVABB&lid=LSTCOMFTWZD9Z8VVABBA4VHKD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_1&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMFTWZD9Z8VVABB.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"HP 14s Ryzen 3 Quad Core 4300U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0016AU Thin and Light Laptop  (14 Inches, Natural Silver, 1.46 KG, With MS Office)","44,442","39,490",https://www.flipkart.com/hp-14s-ryzen-3-quad-core-4300u-8-gb-512-gb-ssd-windows-10-home-14s-fr0016au-thin-light-laptop/p/itma78a910d56810?pid=COMG26RVFGZGDE9D&lid=LSTCOMG26RVFGZGDE9DXGPBAY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_2&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMG26RVFGZGDE9D.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"Lenovo Ideapad S145 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop  (15.6 inch, Platinum Grey, 1.85 kg)","42,490","35,990",https://www.flipkart.com/lenovo-ideapad-s145-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-s145-15iil-laptop/p/itmb29c6d0cecd88?pid=COMFVECHMXQCSH44&lid=LSTCOMFVECHMXQCSH444SJ4FY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_3&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMFVECHMXQCSH44.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"acer Aspire 7 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) A715-75G-51H8 Gaming Laptop  (15.6 inch, Charcoal Black, 2.15 kg)","84,999","53,990",https://www.flipkart.com/acer-aspire-7-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-a715-75g-51h8-gaming-laptop/p/itmb6b0ba7ba7c49?pid=COMFR6AAYHTCDHTG&lid=LSTCOMFR6AAYHTCDHTGRBZYBI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_4&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMFR6AAYHTCDHTG.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"Lenovo Ideapad S145 Ryzen 3 Dual Core 3200U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Thin and Light Laptop  (15.6 inch, Grey, 1.85 kg, With MS Office)","37,190","29,990",https://www.flipkart.com/lenovo-ideapad-s145-ryzen-3-dual-core-3200u-4-gb-1-tb-hdd-windows-10-home-s145-15api-thin-light-laptop/p/itm3028b196c8fe1?pid=COMFJM3T7ZF2Z86F&lid=LSTCOMFJM3T7ZF2Z86FNWCR77&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestvalueId_6bo%2Fb5g&srno=s_2_5&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMFJM3T7ZF2Z86F.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti with Max-Q) GF63 Thin 9SCSR -1040IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)","72,990","56,990",https://www.flipkart.com/msi-gf63-thin-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-max-q-9scsr-1040in-gaming-laptop/p/itm5ca8ea2a1ce80?pid=COMFUR8XCVCMMVM2&lid=LSTCOMFUR8XCVCMMVM2FBE02J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_6&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMFUR8XCVCMMVM2.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"ASUS VivoBook 15 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ322TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","38,910","37,990",https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-x515ja-ej322ts-thin-light-laptop/p/itm5cd03fd1bd5bc?pid=COMFZ53SSJQYYVTY&lid=LSTCOMFZ53SSJQYYVTYERZCP9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_7&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMFZ53SSJQYYVTY.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
"ASUS Vivobook Gaming Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571GT-BN913TS Gaming Laptop  (15.6 inch, Star Black, 2.14 Kg, With MS Office)","71,990","58,990",https://www.flipkart.com/asus-vivobook-gaming-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-f571gt-bn913ts-laptop/p/itm8dba8769b86c8?pid=COMG26W4WKY8GUAR&lid=LSTCOMG26W4WKY8GUARCMASBH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_8&otracker=search&otracker1=search&fm=SEARCH&iid=7387046b-3b3c-4f66-acde-e79a279f5106.COMG26W4WKY8GUAR.SEARCH&ppt=sp&ppn=sp&ssid=mpe3w0611c0000001622429046240&qH=c06ea84a1e3dc3c6
